dataset,threshold,number_of_shapelets,mode of cancellation,inverted,cnn_train_confidence,cnn_test_confidence,ls_train_confidence,ls_test_confidence,rand_train_confidence,rand_test_confidence,avg_total_area_size_cnn,avg_total_area_size_ls,avg_total_area_size_rand
Coffee,0.703125,4.0,mean,False,0.9834453611861217,0.9099541023728241,0.999318803940017,0.980745650074754,0.9995920539600861,0.9904833936987752,28.0,28.0,28.0
Coffee,0.703125,4.0,zero,True,0.8984098332262872,0.8197668841827703,0.4270852633884975,0.41356587409973145,0.5305164835769379,0.48499367820503336,28.0,28.0,28.0
Coffee,0.703125,4.0,linear,True,0.501140377351216,0.5363310277462006,0.4536899628183164,0.3440311948265844,0.60058864714714,0.5421356731535322,28.0,28.0,28.0
Coffee,0.703125,4.0,mean,True,0.9058120865270861,0.9362050059633995,0.5679270021085228,0.5843247835125243,0.6681454864197544,0.6795686576515436,28.0,28.0,28.0
Coffee,0.703125,5.0,zero,False,0.4984429265771594,0.5334862811224801,0.9304059481207383,0.9026967235566598,0.8015705689893085,0.7504527660718319,28.0,25.0,25.0
Coffee,0.703125,5.0,linear,False,0.7935690947467395,0.6789574044419818,0.9997967409172145,0.9936810006519889,0.9997557337621009,0.9926549157119418,28.0,25.0,25.0
Coffee,0.703125,5.0,mean,False,0.9834453611861217,0.9099541023728241,0.9995965099988283,0.9818311261041767,0.9995777699875124,0.9929293899634634,28.0,25.0,25.0
Coffee,0.703125,5.0,zero,True,0.8984098332262872,0.8197668841827703,0.5,0.5134672692843846,0.5242072597985887,0.6047197253995233,28.0,25.0,25.0
Coffee,0.703125,5.0,linear,True,0.501140377351216,0.5363310277462006,0.49977997796876095,0.5133945643901825,0.44286871813589357,0.4950726402477784,28.0,25.0,25.0
Coffee,0.703125,5.0,mean,True,0.9058120865270861,0.9362050059633995,0.5,0.510448660169329,0.6688005174842796,0.7236903770161527,28.0,25.0,25.0
Coffee,0.5078125,1.0,zero,False,0.1526764302816852,0.21480874906676817,0.6071433685676522,0.7465033687026668,0.5980586041696507,0.5988377348400855,57.0,57.0,57.0
Coffee,0.5078125,1.0,linear,False,0.5000347601515907,0.5354730529444558,0.6741550169317269,0.7834758877285741,0.706695878488943,0.6718336601004009,57.0,57.0,57.0
Coffee,0.5078125,1.0,mean,False,0.9109257494478048,0.7995046758421398,0.9991482927902889,0.9785307320889031,0.9947129498377867,0.9657100197163503,57.0,57.0,57.0
Coffee,0.5078125,1.0,zero,True,0.9590736064515542,0.9941892462838048,0.39535346310843866,0.2549885642593501,0.6127919260962231,0.5148197160287891,57.0,57.0,57.0
Coffee,0.5078125,1.0,linear,True,0.6789894862395158,0.6886780136098554,0.6378357196476178,0.6324572093643448,0.5213687828169566,0.5948350681693779,57.0,57.0,57.0
Coffee,0.5078125,1.0,mean,True,0.996441770454859,0.9680686491245589,0.8419217835513076,0.7827582255538021,0.8719523666077293,0.8490856050048023,57.0,57.0,57.0
Coffee,0.5078125,2.0,zero,False,0.1526764302816852,0.21480874906676817,0.9599174355117593,0.8978308293652388,0.7141899799773812,0.6431875179312233,57.0,56.0,56.0
Coffee,0.5078125,2.0,linear,False,0.5000347601515907,0.5354730529444558,0.9993338584225472,0.9494386502337591,0.9148048472485786,0.8021193010101262,57.0,56.0,56.0
Coffee,0.5078125,2.0,mean,False,0.9109257494478048,0.7995046758421398,0.9996482945123556,0.9749918355845121,0.9938201805989604,0.9397176636064434,57.0,56.0,56.0
Coffee,0.5078125,2.0,zero,True,0.9590736064515542,0.9941892462838048,0.5,0.5134672692843846,0.4521604873611641,0.4505732370246949,57.0,56.0,56.0
Coffee,0.5078125,2.0,linear,True,0.6789894862395158,0.6886780136098554,0.4982628971338272,0.507033394915717,0.4035302470813955,0.5766235117087908,57.0,56.0,56.0
Coffee,0.5078125,2.0,mean,True,0.996441770454859,0.9680686491245589,0.5,0.510448660169329,0.803746658543657,0.8141095376174365,57.0,56.0,56.0
Coffee,0.5078125,3.0,zero,False,0.1526764302816852,0.21480874906676817,0.809880622908804,0.8032495778822157,0.5860832248612671,0.5969923661240957,57.0,57.0,57.0
Coffee,0.5078125,3.0,linear,False,0.5000347601515907,0.5354730529444558,0.9852752143621478,0.9628128507510497,0.9720544220923658,0.8896287964247741,57.0,57.0,57.0
Coffee,0.5078125,3.0,mean,False,0.9109257494478048,0.7995046758421398,0.9989984871289538,0.9926612789152419,0.9985560985117437,0.963157423113133,57.0,57.0,57.0
Coffee,0.5078125,3.0,zero,True,0.9590736064515542,0.9941892462838048,0.5108723363706044,0.5270286633500031,0.7099790655702363,0.6926268116235836,57.0,57.0,57.0
Coffee,0.5078125,3.0,linear,True,0.6789894862395158,0.6886780136098554,0.49608056666329503,0.6159394143947533,0.5607170610833715,0.7309706363608575,57.0,57.0,57.0
Coffee,0.5078125,3.0,mean,True,0.996441770454859,0.9680686491245589,0.505484324480806,0.5342624826090676,0.7745639920093319,0.78059592619372,57.0,57.0,57.0
Coffee,0.5078125,4.0,zero,False,0.1526764302816852,0.21480874906676817,0.7069463833860601,0.6128816387870643,0.5558443325355482,0.8209035681312914,57.0,56.0,56.0
Coffee,0.5078125,4.0,linear,False,0.5000347601515907,0.5354730529444558,0.9996389172727241,0.997179264744643,0.9565381204468569,0.9835204653323473,57.0,56.0,56.0
Coffee,0.5078125,4.0,mean,False,0.9109257494478048,0.7995046758421398,0.999272596444392,0.9615426123934461,0.9902532949064344,0.9761855108293308,57.0,56.0,56.0
Coffee,0.5078125,4.0,zero,True,0.9590736064515542,0.9941892462838048,0.4996710071074111,0.47722249504710945,0.6570882184729001,0.3839421662046253,57.0,56.0,56.0
Coffee,0.5078125,4.0,linear,True,0.6789894862395158,0.6886780136098554,0.4742874694722039,0.4996584196175847,0.6424188371866844,0.44702789012304056,57.0,56.0,56.0
Coffee,0.5078125,4.0,mean,True,0.996441770454859,0.9680686491245589,0.5092986476208483,0.5478934497971619,0.8256013950199953,0.7944074552277536,57.0,56.0,56.0
Coffee,0.5078125,5.0,zero,False,0.1526764302816852,0.21480874906676817,0.8972645930314502,0.902637417096795,0.8291111740683277,0.41800650853666055,57.0,55.0,55.0
Coffee,0.5078125,5.0,linear,False,0.5000347601515907,0.5354730529444558,0.9998977025159862,0.9966643882718424,0.9831339041701179,0.9606069958651874,57.0,55.0,55.0
Coffee,0.5078125,5.0,mean,False,0.9109257494478048,0.7995046758421398,0.9991511544195838,0.9828972164414641,0.9942566440256897,0.9742509380072225,57.0,55.0,55.0
Coffee,0.5078125,5.0,zero,True,0.9590736064515542,0.9941892462838048,0.5110012143850327,0.5134672692843846,0.40309880301814716,0.7610771904175637,57.0,55.0,55.0
Coffee,0.5078125,5.0,linear,True,0.6789894862395158,0.6886780136098554,0.49263619525091984,0.5357142899717604,0.5506114778477795,0.7255666284015607,57.0,55.0,55.0
Coffee,0.5078125,5.0,mean,True,0.996441770454859,0.9680686491245589,0.513807190316064,0.510448660169329,0.728352968256721,0.8063557760324329,57.0,55.0,55.0
Coffee,0.4140625,1.0,zero,False,0.10002448891139137,0.12459316564560852,0.5742980042688206,0.5619634558539786,0.5498074342797431,0.5030056809390532,85.0,85.0,85.0
Coffee,0.4140625,1.0,linear,False,0.5000082850456238,0.5354131609201431,0.6571997097146993,0.5854442327639862,0.6210492024592369,0.7267318899228148,85.0,85.0,85.0
Coffee,0.4140625,1.0,mean,False,0.8037856580444246,0.7419916646821159,0.9931027973849008,0.9637207183983004,0.9524307712194968,0.9778623813680432,85.0,85.0,85.0
Coffee,0.4140625,1.0,zero,True,0.9998844168056013,0.9656536491612586,0.5434002956848849,0.539175805551821,0.557296576541325,0.6225558660824531,85.0,85.0,85.0
Coffee,0.4140625,1.0,linear,True,0.7546593009527507,0.7474653425888391,0.5391568748319904,0.5663947573895192,0.6823087722821217,0.6773197669130933,85.0,85.0,85.0
Coffee,0.4140625,1.0,mean,True,0.9984472404270913,0.9891095907071953,0.8960137530687332,0.8402027592216785,0.9334465580411363,0.8377843209455023,85.0,85.0,85.0
Coffee,0.4140625,2.0,zero,False,0.10002448891139137,0.12459316564560852,0.8985849638510139,0.8794350856100615,0.5469045289196879,0.49600737612669676,85.0,84.0,84.0
Coffee,0.4140625,2.0,linear,False,0.5000082850456238,0.5354131609201431,0.9440864631277384,0.9334755028987008,0.8166213977675445,0.6314856150946823,85.0,84.0,84.0
Coffee,0.4140625,2.0,mean,False,0.8037856580444246,0.7419916646821159,0.9995338702758448,0.9729545820817123,0.9898912751535509,0.9876661791925585,85.0,84.0,84.0
Coffee,0.4140625,2.0,zero,True,0.9998844168056013,0.9656536491612586,0.3954534037071531,0.432516438607114,0.5724916474532769,0.6810965996196128,85.0,84.0,84.0
Coffee,0.4140625,2.0,linear,True,0.7546593009527507,0.7474653425888391,0.45863194495033055,0.4792886730872843,0.6486125625063706,0.6615800095052029,85.0,84.0,84.0
Coffee,0.4140625,2.0,mean,True,0.9984472404270913,0.9891095907071953,0.7416840918096048,0.7102562999352813,0.8703894489798196,0.8325538670843733,85.0,84.0,84.0
Coffee,0.4140625,3.0,zero,False,0.10002448891139137,0.12459316564560852,0.7103979668553354,0.6042130440272281,0.595685888653473,0.6558984655978816,85.0,84.0,84.0
Coffee,0.4140625,3.0,linear,False,0.5000082850456238,0.5354131609201431,0.755622535804051,0.7238837113179526,0.7426301896958374,0.8078577629196544,85.0,84.0,84.0
Coffee,0.4140625,3.0,mean,False,0.8037856580444246,0.7419916646821159,0.99757300260981,0.9350022215543115,0.9711261297987619,0.9590884690943905,85.0,84.0,84.0
Coffee,0.4140625,3.0,zero,True,0.9998844168056013,0.9656536491612586,0.436174949683066,0.42432199664472137,0.5297128004338995,0.44730316990103647,85.0,84.0,84.0
Coffee,0.4140625,3.0,linear,True,0.7546593009527507,0.7474653425888391,0.4511993995984085,0.41304364038764363,0.5992372713594052,0.47283664104803746,85.0,84.0,84.0
Coffee,0.4140625,3.0,mean,True,0.9984472404270913,0.9891095907071953,0.5592873639294079,0.524186025772776,0.9244120218726104,0.8507630172617999,85.0,84.0,84.0
Coffee,0.4140625,4.0,zero,False,0.10002448891139137,0.12459316564560852,0.8064380735408831,0.854821827050172,0.6822006319621513,0.6057330076970977,85.0,84.0,84.0
Coffee,0.4140625,4.0,linear,False,0.5000082850456238,0.5354131609201431,0.9584634575879707,0.9508073742337929,0.8920883738084289,0.8830167202217998,85.0,84.0,84.0
Coffee,0.4140625,4.0,mean,False,0.8037856580444246,0.7419916646821159,0.9984839421366648,0.9854795507867493,0.9956772690691709,0.9698654038290039,85.0,84.0,84.0
Coffee,0.4140625,4.0,zero,True,0.9998844168056013,0.9656536491612586,0.4111264816352299,0.4136227135147367,0.4763178787549872,0.5030710539602259,85.0,84.0,84.0
Coffee,0.4140625,4.0,linear,True,0.7546593009527507,0.7474653425888391,0.4384692651884896,0.42414650427443645,0.3992566138209518,0.6825079240042813,85.0,84.0,84.0
Coffee,0.4140625,4.0,mean,True,0.9984472404270913,0.9891095907071953,0.7329104913930808,0.7059510922325509,0.8658762499523749,0.793807521416706,85.0,84.0,84.0
Coffee,0.4140625,5.0,zero,False,0.10002448891139137,0.12459316564560852,0.9486194634687615,0.8700992580968472,0.604967116700837,0.6499838312899637,85.0,85.0,85.0
Coffee,0.4140625,5.0,linear,False,0.5000082850456238,0.5354131609201431,0.9744900605100335,0.884403967032865,0.9216857467356151,0.8638522907017163,85.0,85.0,85.0
Coffee,0.4140625,5.0,mean,False,0.8037856580444246,0.7419916646821159,0.9980711641835123,0.9713135738697402,0.9948544617967452,0.9535087669847664,85.0,85.0,85.0
Coffee,0.4140625,5.0,zero,True,0.9998844168056013,0.9656536491612586,0.5,0.5134672692843846,0.5138721869411191,0.5255150921114818,85.0,85.0,85.0
Coffee,0.4140625,5.0,linear,True,0.7546593009527507,0.7474653425888391,0.4997788390942982,0.5131899118423462,0.4898668229633921,0.5597697040146314,85.0,85.0,85.0
Coffee,0.4140625,5.0,mean,True,0.9984472404270913,0.9891095907071953,0.5,0.510448660169329,0.9048988525527031,0.8418899678586708,85.0,85.0,85.0
Coffee,0.33203125,1.0,zero,False,0.3314740871600017,0.44443709516365615,0.6365961361485206,0.5919843302567522,0.43604636820339115,0.4715117440562141,114.0,114.0,114.0
Coffee,0.33203125,1.0,linear,False,0.4999716196741376,0.5356153164591109,0.9887283198719383,0.9548531114921602,0.3894891618219489,0.4967410950451302,114.0,114.0,114.0
Coffee,0.33203125,1.0,mean,False,0.6733183968546135,0.6706609270934547,0.9713602397922452,0.9396427505482409,0.9610464500211882,0.8976213239476627,114.0,114.0,114.0
Coffee,0.33203125,1.0,zero,True,0.9996737829104493,0.9747724834103824,0.542728875364576,0.5527660101652145,0.6470954452916788,0.6021198247282826,114.0,114.0,114.0
Coffee,0.33203125,1.0,linear,True,0.8950900117383104,0.8268899389102964,0.5000832038266319,0.5357818603515625,0.8837246805766706,0.6520816674183497,114.0,114.0,114.0
Coffee,0.33203125,1.0,mean,True,0.9994561164987152,0.9947489437742405,0.9510799954900904,0.8459223960916721,0.9652923032674282,0.944081073014656,114.0,114.0,114.0
Coffee,0.33203125,2.0,zero,False,0.3314740871600017,0.44443709516365615,0.500023005264146,0.5357297488621303,0.5026622725569694,0.5375435518810141,114.0,114.0,114.0
Coffee,0.33203125,2.0,linear,False,0.4999716196741376,0.5356153164591109,0.5100491770676204,0.5363141255719321,0.7006707007045734,0.6017284000951274,114.0,114.0,114.0
Coffee,0.33203125,2.0,mean,False,0.6733183968546135,0.6706609270934547,0.9794848324173862,0.9086045353630782,0.9604962354218516,0.8937602658823047,114.0,114.0,114.0
Coffee,0.33203125,2.0,zero,True,0.9996737829104493,0.9747724834103824,0.5,0.5134672692843846,0.5603492473046883,0.6629777981559023,114.0,114.0,114.0
Coffee,0.33203125,2.0,linear,True,0.8950900117383104,0.8268899389102964,0.7814616102425913,0.7811350227150666,0.6027206177023734,0.6315013122857588,114.0,114.0,114.0
Coffee,0.33203125,2.0,mean,True,0.9994561164987152,0.9947489437742405,0.5,0.510448660169329,0.9568609315277854,0.9700928255188046,114.0,114.0,114.0
Coffee,0.33203125,3.0,zero,False,0.3314740871600017,0.44443709516365615,0.6077745173670901,0.563668499485479,0.752346885920083,0.6672416387378574,114.0,114.0,114.0
Coffee,0.33203125,3.0,linear,False,0.4999716196741376,0.5356153164591109,0.6900471988543369,0.6669631659455726,0.7367320092323126,0.7695929903332482,114.0,114.0,114.0
Coffee,0.33203125,3.0,mean,False,0.6733183968546135,0.6706609270934547,0.989374661070136,0.9699482288063207,0.9794524304454951,0.9828381882570706,114.0,114.0,114.0
Coffee,0.33203125,3.0,zero,True,0.9996737829104493,0.9747724834103824,0.5,0.5134672692843846,0.4719702913210372,0.4048452109635008,114.0,114.0,114.0
Coffee,0.33203125,3.0,linear,True,0.8950900117383104,0.8268899389102964,0.49990449632917133,0.5125845670700073,0.5589966169490432,0.5506687797949655,114.0,114.0,114.0
Coffee,0.33203125,3.0,mean,True,0.9994561164987152,0.9947489437742405,0.5,0.510448660169329,0.8867463520893933,0.867960863749821,114.0,114.0,114.0
Coffee,0.33203125,4.0,zero,False,0.3314740871600017,0.44443709516365615,0.8406863144822316,0.8056490924193276,0.6160361014531246,0.7083839383683816,114.0,112.0,112.0
Coffee,0.33203125,4.0,linear,False,0.4999716196741376,0.5356153164591109,0.9864050292749396,0.9120962240146377,0.7869131709799271,0.8294110972590217,114.0,112.0,112.0
Coffee,0.33203125,4.0,mean,False,0.6733183968546135,0.6706609270934547,0.960836535427526,0.9199283293089268,0.9914751803415075,0.9637598805836903,114.0,112.0,112.0
Coffee,0.33203125,4.0,zero,True,0.9996737829104493,0.9747724834103824,0.511120549270085,0.5134672692843846,0.5730475799973629,0.5648917570924836,114.0,112.0,112.0
Coffee,0.33203125,4.0,linear,True,0.8950900117383104,0.8268899389102964,0.49997249458517345,0.5355183354445866,0.5865983621157511,0.5498621844921077,114.0,112.0,112.0
Coffee,0.33203125,4.0,mean,True,0.9994561164987152,0.9947489437742405,0.5052167177200317,0.510448660169329,0.9186430321756883,0.8593570393230558,114.0,112.0,112.0
Coffee,0.33203125,5.0,zero,False,0.3314740871600017,0.44443709516365615,0.6913034209174276,0.768928951187627,0.6367021262980146,0.5596529128915487,114.0,110.0,110.0
Coffee,0.33203125,5.0,linear,False,0.4999716196741376,0.5356153164591109,0.8287306565469748,0.9347204759956605,0.8033448294009815,0.8163858637033822,114.0,110.0,110.0
Coffee,0.33203125,5.0,mean,False,0.6733183968546135,0.6706609270934547,0.9771795070352839,0.958271943105631,0.9500258725314501,0.9604420475268723,114.0,110.0,110.0
Coffee,0.33203125,5.0,zero,True,0.9996737829104493,0.9747724834103824,0.5095959710223334,0.5134672692843846,0.598653796982065,0.5346552071907513,114.0,110.0,110.0
Coffee,0.33203125,5.0,linear,True,0.8950900117383104,0.8268899389102964,0.5194918726171767,0.5169795134237835,0.6167099255247745,0.79083234017345,114.0,110.0,110.0
Coffee,0.33203125,5.0,mean,True,0.9994561164987152,0.9947489437742405,0.5077206300837653,0.510448660169329,0.9444929690058805,0.8797126865247265,114.0,110.0,110.0
Coffee,0.21484375,1.0,zero,False,0.5217789368970054,0.5210871749690601,0.5000577767076253,0.46432143017392935,0.5588242734695861,0.4673731187619682,143.0,143.0,143.0
Coffee,0.21484375,1.0,linear,False,0.4986770493643624,0.5426871010235378,0.5000565611169729,0.4643256559404383,0.6703416900596992,0.6249992800958724,143.0,143.0,143.0
Coffee,0.21484375,1.0,mean,False,0.5640883584107672,0.5767537903572832,0.9687797731187727,0.9567566091053388,0.913981457036633,0.919612572897157,143.0,143.0,143.0
Coffee,0.21484375,1.0,zero,True,0.9991444220458043,0.9951223279003378,0.5001924591405051,0.5358472615480423,0.6704992608985652,0.7100631515903175,143.0,143.0,143.0
Coffee,0.21484375,1.0,linear,True,0.9993390125195104,0.9856040454783356,0.5002033838203975,0.5358550867864064,0.6040400795515065,0.6355050489937231,143.0,143.0,143.0
Coffee,0.21484375,1.0,mean,True,0.9997626040340645,0.9964957332251879,0.9812875041423662,0.8869308351914599,0.9811611744796339,0.9354754104176338,143.0,143.0,143.0
Coffee,0.21484375,2.0,zero,False,0.5217789368970054,0.5210871749690601,0.5019298025539943,0.5364188807351249,0.6279414526420248,0.5127851974972604,143.0,142.0,142.0
Coffee,0.21484375,2.0,linear,False,0.4986770493643624,0.5426871010235378,0.5003319616828645,0.5359982145684106,0.6156866535558481,0.6077053948904074,143.0,142.0,142.0
Coffee,0.21484375,2.0,mean,False,0.5640883584107672,0.5767537903572832,0.7521850557199546,0.744889251029755,0.912390312506724,0.9430774339184609,143.0,142.0,142.0
Coffee,0.21484375,2.0,zero,True,0.9991444220458043,0.9951223279003378,0.7295647309780421,0.6757479429010455,0.5229672149593527,0.5094673080056228,143.0,142.0,142.0
Coffee,0.21484375,2.0,linear,True,0.9993390125195104,0.9856040454783356,0.9832988068612336,0.951579113302519,0.6867932444388463,0.6797802626157824,143.0,142.0,142.0
Coffee,0.21484375,2.0,mean,True,0.9997626040340645,0.9964957332251879,0.9994939916509996,0.979538875641489,0.9796852564430277,0.9059181016861463,143.0,142.0,142.0
Coffee,0.21484375,3.0,zero,False,0.5217789368970054,0.5210871749690601,0.5715569406747818,0.537407853773662,0.37747517661375574,0.645024273418251,143.0,141.0,141.0
Coffee,0.21484375,3.0,linear,False,0.4986770493643624,0.5426871010235378,0.5715072942631476,0.5360146462917328,0.5070444680730791,0.6620940909582255,143.0,141.0,141.0
Coffee,0.21484375,3.0,mean,False,0.5640883584107672,0.5767537903572832,0.9739487924884348,0.8822377193272197,0.9217038990936999,0.9251907991748729,143.0,141.0,141.0
Coffee,0.21484375,3.0,zero,True,0.9991444220458043,0.9951223279003378,0.4285855356132663,0.4642959091250919,0.6441302524438977,0.5104413448433174,143.0,141.0,141.0
Coffee,0.21484375,3.0,linear,True,0.9993390125195104,0.9856040454783356,0.5354090850201568,0.6069920314404129,0.7251401755559378,0.5959582951208987,143.0,141.0,141.0
Coffee,0.21484375,3.0,mean,True,0.9997626040340645,0.9964957332251879,0.980277562192766,0.9684242287356548,0.9917172908406248,0.9119044069662517,143.0,141.0,141.0
Coffee,0.21484375,4.0,zero,False,0.5217789368970054,0.5210871749690601,0.8977617253326693,0.7949067078770571,0.6126236727147593,0.5047922356876735,143.0,140.0,140.0
Coffee,0.21484375,4.0,linear,False,0.4986770493643624,0.5426871010235378,0.9856164486524667,0.9742338061314872,0.675517950838633,0.6527767406638417,143.0,140.0,140.0
Coffee,0.21484375,4.0,mean,False,0.5640883584107672,0.5767537903572832,0.9889501887665375,0.9051130554560943,0.9518937939443016,0.8886673433340287,143.0,140.0,140.0
Coffee,0.21484375,4.0,zero,True,0.9991444220458043,0.9951223279003378,0.49904372649533413,0.5134672692843846,0.614620501369904,0.6373244295393158,143.0,140.0,140.0
Coffee,0.21484375,4.0,linear,True,0.9993390125195104,0.9856040454783356,0.5103714231933867,0.5134769592966353,0.7208119425257317,0.7150420047533619,143.0,140.0,140.0
Coffee,0.21484375,4.0,mean,True,0.9997626040340645,0.9964957332251879,0.5208365427596229,0.510448660169329,0.9620286325901232,0.9435512488370088,143.0,140.0,140.0
Coffee,0.21484375,5.0,zero,False,0.5217789368970054,0.5210871749690601,0.6867051820400898,0.6378246080374692,0.607654879793259,0.7422213096042363,143.0,140.0,140.0
Coffee,0.21484375,5.0,linear,False,0.4986770493643624,0.5426871010235378,0.8556054279831913,0.8116008531485451,0.7936516085584637,0.8732272824145788,143.0,140.0,140.0
Coffee,0.21484375,5.0,mean,False,0.5640883584107672,0.5767537903572832,0.9686627060545691,0.888548646451974,0.9716703906253229,0.9542598031326536,143.0,140.0,140.0
Coffee,0.21484375,5.0,zero,True,0.9991444220458043,0.9951223279003378,0.4998772612639836,0.5135044881275722,0.5606522550091066,0.4282369601079301,143.0,140.0,140.0
Coffee,0.21484375,5.0,linear,True,0.9993390125195104,0.9856040454783356,0.40701851807534695,0.43412465987993143,0.6705645569163754,0.5779344227079464,143.0,140.0,140.0
Coffee,0.21484375,5.0,mean,True,0.9997626040340645,0.9964957332251879,0.5016688598053796,0.5111541875771114,0.9792461882706058,0.9046182068861006,143.0,140.0,140.0
GunPoint,,,-,-,0.9910775280047769,0.9132232871159527,0.9910775280047769,0.9132232871159527,0.9910775280047769,0.9132232871159527,,,
GunPoint,0.9931640625,1.0,zero,False,0.6398041658881597,0.5948599986875416,0.48992399434709777,0.5089173655108128,0.6331826113075893,0.6762478328539465,15.0,15.0,15.0
GunPoint,0.9931640625,1.0,linear,False,0.9910997298444217,0.9131725475954598,0.985852209003937,0.9173878757903775,0.9928412932354727,0.9034036154110047,15.0,15.0,15.0
GunPoint,0.9931640625,1.0,mean,False,0.9912318652091756,0.9081783934612788,0.9518299552048274,0.8965956195983609,0.9589497461326066,0.88272303784803,15.0,15.0,15.0
GunPoint,0.9931640625,1.0,zero,True,0.5145481253979411,0.49333333333333207,0.52,0.4933333333333333,0.52,0.4933333333333333,15.0,15.0,15.0
GunPoint,0.9931640625,1.0,linear,True,0.5472499108672458,0.49333870575459626,0.6894341078630788,0.622026019235167,0.5452417851958051,0.4918735496613603,15.0,15.0,15.0
GunPoint,0.9931640625,1.0,mean,True,0.5943933438962622,0.6024874639949725,0.6435658562917768,0.5615236804178695,0.5367410728884133,0.5708633594280692,15.0,15.0,15.0
GunPoint,0.9931640625,2.0,zero,False,0.6398041658881597,0.5948599986875416,0.8328769426208834,0.8014907976385948,0.6228660922005353,0.6769227234395907,15.0,14.0,14.0
GunPoint,0.9931640625,2.0,linear,False,0.9910997298444217,0.9131725475954598,0.9911824806350347,0.9149264871395203,0.9897986250620959,0.9127962261406773,15.0,14.0,14.0
GunPoint,0.9931640625,2.0,mean,False,0.9912318652091756,0.9081783934612788,0.9458289980243871,0.8605329638207838,0.9558771145770061,0.8963980662602961,15.0,14.0,14.0
GunPoint,0.9931640625,2.0,zero,True,0.5145481253979411,0.49333333333333207,0.52,0.4933333333333333,0.52,0.4933333333333333,15.0,14.0,14.0
