dataset,threshold,number_of_shapelets,mode of cancellation,inverted,cnn_train_confidence,cnn_test_confidence,ls_train_confidence,ls_test_confidence
Coffee,0.3,3.0,linear,False,0.4968275853565761,0.5338736304215023,0.5770399378795577,0.6347442794077713
Coffee,0.3,3.0,mean,False,0.5997833338166987,0.5952163120465619,0.9858216037412474,0.9438903738690507
Coffee,0.3,3.0,zero,True,0.9996710047632933,0.980970930037027,0.5,0.4987753650971821
Coffee,0.3,3.0,linear,True,0.9995204053641338,0.9925298923130745,0.5713512937590264,0.6425572528237515
Coffee,0.3,3.0,mean,True,0.999638160960688,0.9954935903710004,0.5,0.5056789858000619
Coffee,0.3,4.0,zero,False,0.416037808591292,0.5099013953336647,0.6783976395910045,0.5361495568510302
Coffee,0.3,4.0,linear,False,0.4968275853565761,0.5338736304215023,0.6618039158653689,0.5477317116543804
Coffee,0.3,4.0,mean,False,0.5997833338166987,0.5952163120465619,0.9717333922606031,0.9416551417555509
Coffee,0.3,4.0,zero,True,0.9996710047632933,0.980970930037027,0.5010821766086987,0.5058910069721085
Coffee,0.3,4.0,linear,True,0.9995204053641338,0.9925298923130745,0.4630340679000905,0.48739169652149683
Coffee,0.3,4.0,mean,True,0.999638160960688,0.9954935903710004,0.513894483646644,0.5249711700848171
Coffee,0.3,5.0,zero,False,0.416037808591292,0.5099013953336647,0.7275362394248727,0.7379219014938363
Coffee,0.3,5.0,linear,False,0.4968275853565761,0.5338736304215023,0.736487187658905,0.6821941357744676
Coffee,0.3,5.0,mean,False,0.5997833338166987,0.5952163120465619,0.8945124029836344,0.8817018155800075
Coffee,0.3,5.0,zero,True,0.9996710047632933,0.980970930037027,0.5970535844093201,0.5560258114086679
Coffee,0.3,5.0,linear,True,0.9995204053641338,0.9925298923130745,0.7049336209407406,0.5807781558844785
Coffee,0.3,5.0,mean,True,0.999638160960688,0.9954935903710004,0.9746194718074028,0.9499041473692549
Coffee,0.1,1.0,zero,False,0.5192654484084674,0.5268040544220379,0.5016449349267142,0.5022287155900682
Coffee,0.1,1.0,linear,False,0.5424069905919688,0.5533145410673959,0.5033292174339294,0.5072568378278187
Coffee,0.1,1.0,mean,False,0.5128295528037208,0.5229668138282639,0.5023637605564935,0.5072794471468245
Coffee,0.1,1.0,zero,True,0.9997614238347038,0.996191748338766,0.9998298290090799,0.9975073029158488
Coffee,0.1,1.0,linear,True,0.9998377004090142,0.9976110628354871,0.99983972920109,0.9974141972337709
Coffee,0.1,1.0,mean,True,0.9998196001218352,0.99749299720441,0.9998390221223271,0.9973762400959993
Coffee,0.1,2.0,zero,False,0.5192654484084674,0.5268040544220379,0.5107118125472749,0.5243873915502003
Coffee,0.1,2.0,linear,False,0.5424069905919688,0.5533145410673959,0.4751069024205208,0.5361603668757847
Coffee,0.1,2.0,mean,False,0.5128295528037208,0.5229668138282639,0.6593111285141536,0.6172359420784882
Coffee,0.1,2.0,zero,True,0.9997614238347038,0.996191748338766,0.7082157015838768,0.5982988540790453
Coffee,0.1,2.0,linear,True,0.9998377004090142,0.9976110628354871,0.999869056130913,0.9960726636647917
Coffee,0.1,2.0,mean,True,0.9998196001218352,0.99749299720441,0.9992591972554414,0.9965036827435311
Coffee,0.1,3.0,zero,False,0.5192654484084674,0.5268040544220379,0.4256175785059375,0.3710253046176929
Coffee,0.1,3.0,linear,False,0.5424069905919688,0.5533145410673959,0.49986521899700165,0.5354036412068776
Coffee,0.1,3.0,mean,False,0.5128295528037208,0.5229668138282639,0.7380788332583117,0.7032259552673037
Coffee,0.1,3.0,zero,True,0.9997614238347038,0.996191748338766,0.4532395430973598,0.4571901793990817
Coffee,0.1,3.0,linear,True,0.9998377004090142,0.9976110628354871,0.5915520185870784,0.6326067592017353
Coffee,0.1,3.0,mean,True,0.9998196001218352,0.99749299720441,0.5520536433240133,0.6023106758116877
Coffee,0.1,4.0,zero,False,0.5192654484084674,0.5268040544220379,0.5037677671228136,0.5387388680662428
Coffee,0.1,4.0,linear,False,0.5424069905919688,0.5533145410673959,0.6512032960142409,0.6718114395958504
Coffee,0.1,4.0,mean,False,0.5128295528037208,0.5229668138282639,0.9491379386849336,0.8639614266752947
Coffee,0.1,4.0,zero,True,0.9997614238347038,0.996191748338766,0.45054114669827483,0.46585594802828767
Coffee,0.1,4.0,linear,True,0.9998377004090142,0.9976110628354871,0.4577658627448338,0.4736283759453467
Coffee,0.1,4.0,mean,True,0.9998196001218352,0.99749299720441,0.48595257475972176,0.4913686375532832
Coffee,0.1,5.0,zero,False,0.5192654484084674,0.5268040544220379,0.525145462497407,0.4642858486578473
Coffee,0.1,5.0,linear,False,0.5424069905919688,0.5533145410673959,0.5335193268336896,0.47687434955762653
Coffee,0.1,5.0,mean,False,0.5128295528037208,0.5229668138282639,0.943792574244461,0.9323422287218689
Coffee,0.1,5.0,zero,True,0.9997614238347038,0.996191748338766,0.5,0.4987753650971821
Coffee,0.1,5.0,linear,True,0.9998377004090142,0.9976110628354871,0.4998859230961118,0.5039852559566498
Coffee,0.1,5.0,mean,True,0.9998196001218352,0.99749299720441,0.5,0.5056789858000619
