dataset,threshold,number_of_shapelets,mode of cancellation,inverted,cnn_train_confidence,cnn_test_confidence,ls_train_confidence,ls_test_confidence
GunPoint,0.5,2.0,mean,False,0.8748747798999114,0.8197795400724257,0.9571277149200607,0.8072101391672819
GunPoint,0.5,2.0,zero,True,0.6574242439975557,0.5863648597404832,0.5200000000001319,0.4939562561956231
GunPoint,0.5,2.0,linear,True,0.9004627607059271,0.8031896856866605,0.6161238684510091,0.5538120105286238
GunPoint,0.5,2.0,mean,True,0.7570526524223696,0.7160055920969632,0.5384658816875889,0.5575474158080899
GunPoint,0.5,3.0,zero,False,0.5202863154778166,0.49474416781832364,0.37378757940260987,0.36888441560666174
GunPoint,0.5,3.0,linear,False,0.9401610481193273,0.9041746239210456,0.9381088078918713,0.8957972173183283
GunPoint,0.5,3.0,mean,False,0.8748747798999114,0.8197795400724257,0.7911116580180533,0.712038769011719
GunPoint,0.5,3.0,zero,True,0.6574242439975557,0.5863648597404832,0.52,0.4933333333333333
GunPoint,0.5,3.0,linear,True,0.9004627607059271,0.8031896856866605,0.6529446994405983,0.5945155162312052
GunPoint,0.5,3.0,mean,True,0.7570526524223696,0.7160055920969632,0.5625130987353624,0.5131681074698766
GunPoint,0.5,4.0,zero,False,0.5202863154778166,0.49474416781832364,0.4609443750935185,0.4522621733507176
GunPoint,0.5,4.0,linear,False,0.9401610481193273,0.9041746239210456,0.9806573029192283,0.8982596080765637
GunPoint,0.5,4.0,mean,False,0.8748747798999114,0.8197795400724257,0.8299271264721124,0.7606978495051206
GunPoint,0.5,4.0,zero,True,0.6574242439975557,0.5863648597404832,0.5200000000000018,0.49333333333333473
GunPoint,0.5,4.0,linear,True,0.9004627607059271,0.8031896856866605,0.8613913445684607,0.7754506845414825
GunPoint,0.5,4.0,mean,True,0.7570526524223696,0.7160055920969632,0.6034413517999928,0.5759126025302976
GunPoint,0.5,5.0,zero,False,0.5202863154778166,0.49474416781832364,0.4483030280440772,0.4205739331095849
GunPoint,0.5,5.0,linear,False,0.9401610481193273,0.9041746239210456,0.9933752095777336,0.9171248677960824
GunPoint,0.5,5.0,mean,False,0.8748747798999114,0.8197795400724257,0.8082365598239799,0.7610629903454194
GunPoint,0.5,5.0,zero,True,0.6574242439975557,0.5863648597404832,0.5200002074191679,0.49333352211604586
GunPoint,0.5,5.0,linear,True,0.9004627607059271,0.8031896856866605,0.5714649817555273,0.563560712864682
GunPoint,0.5,5.0,mean,True,0.7570526524223696,0.7160055920969632,0.56205405972898,0.5405204623627167
GunPoint,0.3,1.0,zero,False,0.5200001433463907,0.49333297043093827,0.5199999999998008,0.4933333333147232
GunPoint,0.3,1.0,linear,False,0.8125024865047292,0.7798931877269859,0.5838060340592521,0.5922973059077705
GunPoint,0.3,1.0,mean,False,0.7642697868375967,0.7459688952419916,0.7601001470476539,0.7388524482093068
GunPoint,0.3,1.0,zero,True,0.7627771494630288,0.6118053097285743,0.6103181479606119,0.6076755859878946
GunPoint,0.3,1.0,linear,True,0.9023928253326047,0.8273211778490196,0.9094362725707683,0.8353263730854567
GunPoint,0.3,1.0,mean,True,0.7564878775327146,0.7295551439902251,0.8239424356874212,0.74540660630405
GunPoint,0.3,2.0,zero,False,0.5200001433463907,0.49333297043093827,0.5166345127051548,0.4990253025842927
GunPoint,0.3,2.0,linear,False,0.8125024865047292,0.7798931877269859,0.7930266205082419,0.7756875667925273
GunPoint,0.3,2.0,mean,False,0.7642697868375967,0.7459688952419916,0.8864567346267715,0.8458524834763443
GunPoint,0.3,2.0,zero,True,0.7627771494630288,0.6118053097285743,0.5181382981202302,0.4927465736472785
GunPoint,0.3,2.0,linear,True,0.9023928253326047,0.8273211778490196,0.6399905058165636,0.5972838815690664
GunPoint,0.3,2.0,mean,True,0.7564878775327146,0.7295551439902251,0.6660784824750408,0.5771281548491243
GunPoint,0.3,3.0,zero,False,0.5200001433463907,0.49333297043093827,0.512306123896517,0.4880978367886656
GunPoint,0.3,3.0,linear,False,0.8125024865047292,0.7798931877269859,0.9046777737660641,0.9055173320114202
GunPoint,0.3,3.0,mean,False,0.7642697868375967,0.7459688952419916,0.7794760932377233,0.7016812256101154
GunPoint,0.3,3.0,zero,True,0.7627771494630288,0.6118053097285743,0.52,0.4933333333333333
GunPoint,0.3,3.0,linear,True,0.9023928253326047,0.8273211778490196,0.623828095795375,0.577999933326655
GunPoint,0.3,3.0,mean,True,0.7564878775327146,0.7295551439902251,0.4801536536216736,0.5066620401541392
GunPoint,0.3,4.0,zero,False,0.5200001433463907,0.49333297043093827,0.45984474265990627,0.4464515189526427
GunPoint,0.3,4.0,linear,False,0.8125024865047292,0.7798931877269859,0.7906801297779134,0.7415301210525775
GunPoint,0.3,4.0,mean,False,0.7642697868375967,0.7459688952419916,0.6320745894515563,0.6201533819402791
GunPoint,0.3,4.0,zero,True,0.7627771494630288,0.6118053097285743,0.5199999999999145,0.49333333333332163
GunPoint,0.3,4.0,linear,True,0.9023928253326047,0.8273211778490196,0.5232252589004508,0.525405919469904
GunPoint,0.3,4.0,mean,True,0.7564878775327146,0.7295551439902251,0.5950023782998324,0.5386868246396382
GunPoint,0.3,5.0,zero,False,0.5200001433463907,0.49333297043093827,0.4079449777843436,0.4303142405180893
GunPoint,0.3,5.0,linear,False,0.8125024865047292,0.7798931877269859,0.97943764008727,0.9250109417591902
GunPoint,0.3,5.0,mean,False,0.7642697868375967,0.7459688952419916,0.6924405917218719,0.6397332147274148
GunPoint,0.3,5.0,zero,True,0.7627771494630288,0.6118053097285743,0.5199999999999999,0.49333333333333373
GunPoint,0.3,5.0,linear,True,0.9023928253326047,0.8273211778490196,0.5203612340824606,0.5151040000197371
GunPoint,0.3,5.0,mean,True,0.7564878775327146,0.7295551439902251,0.4813080596923828,0.5107924632231394
GunPoint,0.1,1.0,zero,False,0.5200000000982803,0.4933333332786687,0.5199999999999998,0.4933333333333326
GunPoint,0.1,1.0,linear,False,0.5923176885085137,0.5904286561473024,0.5205406169637363,0.4990794212900681
GunPoint,0.1,1.0,mean,False,0.6982057159444504,0.7140618529356653,0.6625592996206251,0.5960422957806001
GunPoint,0.1,1.0,zero,True,0.8198566922729478,0.6813504336897118,0.6975390389434102,0.6770330489638265
GunPoint,0.1,1.0,linear,True,0.9554912856265521,0.8734758541694511,0.991171351852371,0.9422215966783176
GunPoint,0.1,1.0,mean,True,0.7608141972289977,0.7305531162462872,0.8786572458090584,0.800973366246735
GunPoint,0.1,2.0,zero,False,0.5200000000982803,0.4933333332786687,0.5199999999991117,0.4933333333325822
GunPoint,0.1,2.0,linear,False,0.5923176885085137,0.5904286561473024,0.6642426332866307,0.6332575184328015
GunPoint,0.1,2.0,mean,False,0.6982057159444504,0.7140618529356653,0.5377703410387039,0.5183040491739909
GunPoint,0.1,2.0,zero,True,0.8198566922729478,0.6813504336897118,0.8053489589970078,0.7284732259295247
GunPoint,0.1,2.0,linear,True,0.9554912856265521,0.8734758541694511,0.9969050378802193,0.925777587852907
GunPoint,0.1,2.0,mean,True,0.7608141972289977,0.7305531162462872,0.9553463981757556,0.874098288992986
GunPoint,0.1,3.0,zero,False,0.5200000000982803,0.4933333332786687,0.5173029514354035,0.491244511660093
GunPoint,0.1,3.0,linear,False,0.5923176885085137,0.5904286561473024,0.8944125905268606,0.8453459238553629
GunPoint,0.1,3.0,mean,False,0.6982057159444504,0.7140618529356653,0.5645508582144976,0.5732884963663916
GunPoint,0.1,3.0,zero,True,0.8198566922729478,0.6813504336897118,0.8481100380077679,0.8593149997303162
GunPoint,0.1,3.0,linear,True,0.9554912856265521,0.8734758541694511,0.9774880713946646,0.9121548936358952
GunPoint,0.1,3.0,mean,True,0.7608141972289977,0.7305531162462872,0.8039271218094609,0.6745779232391771
GunPoint,0.1,4.0,zero,False,0.5200000000982803,0.4933333332786687,0.3879495617870242,0.4214739669192955
GunPoint,0.1,4.0,linear,False,0.5923176885085137,0.5904286561473024,0.8905453807646642,0.8530173214612471
GunPoint,0.1,4.0,mean,False,0.6982057159444504,0.7140618529356653,0.6569110516060983,0.6535175303336291
GunPoint,0.1,4.0,zero,True,0.8198566922729478,0.6813504336897118,0.5199999999999939,0.4933333333333412
GunPoint,0.1,4.0,linear,True,0.9554912856265521,0.8734758541694511,0.8136507213711115,0.7391575217498838
GunPoint,0.1,4.0,mean,True,0.7608141972289977,0.7305531162462872,0.7526281401124609,0.6942772618937868
GunPoint,0.1,5.0,zero,False,0.5200000000982803,0.4933333332786687,0.459943070673998,0.4427905640362785
GunPoint,0.1,5.0,linear,False,0.5923176885085137,0.5904286561473024,0.9315802000305347,0.8895445002710043
GunPoint,0.1,5.0,mean,False,0.6982057159444504,0.7140618529356653,0.6624241341994002,0.6479283499509461
GunPoint,0.1,5.0,zero,True,0.8198566922729478,0.6813504336897118,0.5199999999999892,0.49333333331340057
GunPoint,0.1,5.0,linear,True,0.9554912856265521,0.8734758541694511,0.5047310115015136,0.5411167728763318
GunPoint,0.1,5.0,mean,True,0.7608141972289977,0.7305531162462872,0.5199421737249941,0.5261149211029987
Coffee,,,-,-,0.9998421575279312,0.9973325610387447,0.9998421575279312,0.9973325610387447
Coffee,0.9,1.0,zero,False,0.5112975651586404,0.40738218784294333,0.8885206954722459,0.8487223445450758
Coffee,0.9,1.0,linear,False,0.9965904706089719,0.9614045653222993,0.9993935892258591,0.9961276016587673
Coffee,0.9,1.0,mean,False,0.9994432228623389,0.9636283473415787,0.9996410045152369,0.9959320422332288
Coffee,0.9,1.0,zero,True,0.9363258300673181,0.9291389611411184,0.4560820940207577,0.4702810329804298
Coffee,0.9,1.0,linear,True,0.5239210139427866,0.5918611584868277,0.4288860950557266,0.4643661894936193
Coffee,0.9,1.0,mean,True,0.7734244261602206,0.8057894771253424,0.6568759913955415,0.5938152724078724
Coffee,0.9,2.0,zero,False,0.5112975651586404,0.40738218784294333,0.9926846078909306,0.9630401863499882
Coffee,0.9,2.0,linear,False,0.9965904706089719,0.9614045653222993,0.999878348877001,0.9973188185012312
Coffee,0.9,2.0,mean,False,0.9994432228623389,0.9636283473415787,0.9997790932443582,0.9824266479800551
Coffee,0.9,2.0,zero,True,0.9363258300673181,0.9291389611411184,0.4822904778621263,0.4745640867456261
Coffee,0.9,2.0,linear,True,0.5239210139427866,0.5918611584868277,0.4673877867476871,0.4738428037879723
Coffee,0.9,2.0,mean,True,0.7734244261602206,0.8057894771253424,0.5489536976175649,0.5068244795714105
Coffee,0.9,3.0,zero,False,0.5112975651586404,0.40738218784294333,0.6838590547893563,0.7343914591332583
Coffee,0.9,3.0,linear,False,0.9965904706089719,0.9614045653222993,0.9995201807645933,0.9969662155397143
Coffee,0.9,3.0,mean,False,0.9994432228623389,0.9636283473415787,0.9996078857170788,0.9960305404137577
Coffee,0.9,3.0,zero,True,0.9363258300673181,0.9291389611411184,0.5598799612103968,0.5615764603155964
Coffee,0.9,3.0,linear,True,0.5239210139427866,0.5918611584868277,0.5206614951806858,0.49547170414773845
Coffee,0.9,3.0,mean,True,0.7734244261602206,0.8057894771253424,0.5486918368509838,0.5595425524349724
Coffee,0.9,4.0,zero,False,0.5112975651586404,0.40738218784294333,0.8594212442018048,0.8428931796551704
Coffee,0.9,4.0,linear,False,0.9965904706089719,0.9614045653222993,0.9975858521486756,0.9911233966881751
Coffee,0.9,4.0,mean,False,0.9994432228623389,0.9636283473415787,0.9993429053245225,0.9938310511311893
Coffee,0.9,4.0,zero,True,0.9363258300673181,0.9291389611411184,0.3827269529824012,0.4040673602056424
Coffee,0.9,4.0,linear,True,0.5239210139427866,0.5918611584868277,0.21239332324419635,0.3250773991374497
Coffee,0.9,4.0,mean,True,0.7734244261602206,0.8057894771253424,0.5667230788884419,0.5374200716614723
Coffee,0.9,5.0,zero,False,0.5112975651586404,0.40738218784294333,0.9171322548896624,0.8695716434919927
Coffee,0.9,5.0,linear,False,0.9965904706089719,0.9614045653222993,0.99983778293305,0.9973646517141408
Coffee,0.9,5.0,mean,False,0.9994432228623389,0.9636283473415787,0.9997298888844645,0.9953139843287898
Coffee,0.9,5.0,zero,True,0.9363258300673181,0.9291389611411184,0.5002490420426642,0.4916585002626691
Coffee,0.9,5.0,linear,True,0.5239210139427866,0.5918611584868277,0.4999980245317731,0.5700706133086766
Coffee,0.9,5.0,mean,True,0.7734244261602206,0.8057894771253424,0.5003242045640945,0.5059967849935805
Coffee,0.7,1.0,zero,False,0.49833984034402035,0.5324429337467467,0.919850806086528,0.858791867942218
Coffee,0.7,1.0,linear,False,0.7840723034122286,0.7679629980162385,0.9898110266824379,0.9440557830712744
Coffee,0.7,1.0,mean,False,0.9884854936641675,0.9197042716609555,0.9996307735917677,0.988004946264685
Coffee,0.7,1.0,zero,True,0.7094625680894666,0.6967553895168352,0.2189682492538042,0.25631028227329666
Coffee,0.7,1.0,linear,True,0.744047287851572,0.8154125144438289,0.5902558962678223,0.6038412303450011
Coffee,0.7,1.0,mean,True,0.9147064895992766,0.9434318626216347,0.7386858598994357,0.7211647553236357
Coffee,0.7,2.0,zero,False,0.49833984034402035,0.5324429337467467,0.9840487816049512,0.9343195728961016
Coffee,0.7,2.0,linear,False,0.7840723034122286,0.7679629980162385,0.999768354527394,0.9605186299601234
Coffee,0.7,2.0,mean,False,0.9884854936641675,0.9197042716609555,0.9997070400515063,0.9905679335001787
Coffee,0.7,2.0,zero,True,0.7094625680894666,0.6967553895168352,0.5,0.4987753650971821
Coffee,0.7,2.0,linear,True,0.744047287851572,0.8154125144438289,0.4906904356820243,0.5013660277639116
Coffee,0.7,2.0,mean,True,0.9147064895992766,0.9434318626216347,0.5,0.5056789858000619
Coffee,0.7,3.0,zero,False,0.49833984034402035,0.5324429337467467,0.7849339755079838,0.7425309239223193
Coffee,0.7,3.0,linear,False,0.7840723034122286,0.7679629980162385,0.9968678300179592,0.9624726471334217
Coffee,0.7,3.0,mean,False,0.9884854936641675,0.9197042716609555,0.9994243811317306,0.991920480788106
Coffee,0.7,3.0,zero,True,0.7094625680894666,0.6967553895168352,0.531175291963986,0.5320180074444839
Coffee,0.7,3.0,linear,True,0.744047287851572,0.8154125144438289,0.49859044656373697,0.5990292861450663
Coffee,0.7,3.0,mean,True,0.9147064895992766,0.9434318626216347,0.5018992477229663,0.5261368815387999
Coffee,0.7,4.0,zero,False,0.49833984034402035,0.5324429337467467,0.7133107846923875,0.7161003520684923
Coffee,0.7,4.0,linear,False,0.7840723034122286,0.7679629980162385,0.99978939894514,0.9973503042805624
Coffee,0.7,4.0,mean,False,0.9884854936641675,0.9197042716609555,0.9996128602995324,0.9935370970755668
Coffee,0.7,4.0,zero,True,0.7094625680894666,0.6967553895168352,0.5,0.49884501631770817
Coffee,0.7,4.0,linear,True,0.744047287851572,0.8154125144438289,0.5005813837051392,0.5031126247985023
Coffee,0.7,4.0,mean,True,0.9147064895992766,0.9434318626216347,0.5,0.5059238246509007
Coffee,0.7,5.0,zero,False,0.49833984034402035,0.5324429337467467,0.9306992178938238,0.7321381534184368
Coffee,0.7,5.0,linear,False,0.7840723034122286,0.7679629980162385,0.9998330086969826,0.9928417045844682
Coffee,0.7,5.0,mean,False,0.9884854936641675,0.9197042716609555,0.9994278007915204,0.9968111217542516
Coffee,0.7,5.0,zero,True,0.7094625680894666,0.6967553895168352,0.5166339054703712,0.4992937030536788
Coffee,0.7,5.0,linear,True,0.744047287851572,0.8154125144438289,0.33699253799646356,0.43502639659241793
Coffee,0.7,5.0,mean,True,0.9147064895992766,0.9434318626216347,0.5206328779459,0.5055443133626665
Coffee,0.5,1.0,zero,False,0.06520898384311147,0.1718390371676337,0.5209075815095413,0.5235785504253063
Coffee,0.5,1.0,linear,False,0.5000162763254983,0.5349673160484859,0.8345886872986572,0.8340920858748412
Coffee,0.5,1.0,mean,False,0.8787492616330772,0.7716328956396734,0.9964689826599624,0.9813771400043022
Coffee,0.5,1.0,zero,True,0.9643837570417647,0.9660314048565872,0.5374283849865142,0.503184212559622
Coffee,0.5,1.0,linear,True,0.9629399978665424,0.9540092811629846,0.5073822140693665,0.5378122393574034
Coffee,0.5,1.0,mean,True,0.9970011821847281,0.9750678748209793,0.8877050864224917,0.8522511860755912
Coffee,0.5,2.0,zero,False,0.06520898384311147,0.1718390371676337,0.8669526493322113,0.8069651987458413
Coffee,0.5,2.0,linear,False,0.5000162763254983,0.5349673160484859,0.9138971032916584,0.879854794885482
Coffee,0.5,2.0,mean,False,0.8787492616330772,0.7716328956396734,0.9995500024255867,0.9898099201895333
Coffee,0.5,2.0,zero,True,0.9643837570417647,0.9660314048565872,0.32803757356753316,0.4347470645894399
Coffee,0.5,2.0,linear,True,0.9629399978665424,0.9540092811629846,0.3683154710255939,0.4778846262327514
Coffee,0.5,2.0,mean,True,0.9970011821847281,0.9750678748209793,0.7426470314551676,0.722108668614445
Coffee,0.5,3.0,zero,False,0.06520898384311147,0.1718390371676337,0.676030381806449,0.6917616771971556
Coffee,0.5,3.0,linear,False,0.5000162763254983,0.5349673160484859,0.7647710919420105,0.8351993400527229
Coffee,0.5,3.0,mean,False,0.8787492616330772,0.7716328956396734,0.9725814482136538,0.9488419611598228
Coffee,0.5,3.0,zero,True,0.9643837570417647,0.9660314048565872,0.5123850618089949,0.5352125487157277
Coffee,0.5,3.0,linear,True,0.9629399978665424,0.9540092811629846,0.501559357557978,0.536292320915631
Coffee,0.5,3.0,mean,True,0.9970011821847281,0.9750678748209793,0.9233198860082277,0.8298366957252645
Coffee,0.5,4.0,zero,False,0.06520898384311147,0.1718390371676337,0.9181310866774243,0.7474527488654422
Coffee,0.5,4.0,linear,False,0.5000162763254983,0.5349673160484859,0.9824796309607543,0.9353809707183302
Coffee,0.5,4.0,mean,False,0.8787492616330772,0.7716328956396734,0.998141784693891,0.9764555445398487
Coffee,0.5,4.0,zero,True,0.9643837570417647,0.9660314048565872,0.4427085444331169,0.5340569877797472
Coffee,0.5,4.0,linear,True,0.9629399978665424,0.9540092811629846,0.6173128591333413,0.6619046532746706
Coffee,0.5,4.0,mean,True,0.9970011821847281,0.9750678748209793,0.6497744772849339,0.6458704688619556
Coffee,0.5,5.0,zero,False,0.06520898384311147,0.1718390371676337,0.7051811451625447,0.6626699353314185
Coffee,0.5,5.0,linear,False,0.5000162763254983,0.5349673160484859,0.9987006980152653,0.9594930027594559
Coffee,0.5,5.0,mean,False,0.8787492616330772,0.7716328956396734,0.9978825562841787,0.9918110327258327
Coffee,0.5,5.0,zero,True,0.9643837570417647,0.9660314048565872,0.518358870276383,0.5171181357332638
Coffee,0.5,5.0,linear,True,0.9629399978665424,0.9540092811629846,0.4750184821231025,0.488500848811652
Coffee,0.5,5.0,mean,True,0.9970011821847281,0.9750678748209793,0.5193606998239244,0.5163693385464805
Coffee,0.3,1.0,zero,False,0.416037808591292,0.5099013953336647,0.5000042368703688,0.46428682470383964
Coffee,0.3,1.0,linear,False,0.4968275853565761,0.5338736304215023,0.6165944571011313,0.5625880102877617
Coffee,0.3,1.0,mean,False,0.5997833338166987,0.5952163120465619,0.9663069049680156,0.9595043809988836
Coffee,0.3,1.0,zero,True,0.9996710047632933,0.980970930037027,0.5001102962664196,0.535796120762825
Coffee,0.3,1.0,linear,True,0.9995204053641338,0.9925298923130745,0.5000126276697432,0.5357225154127394
Coffee,0.3,1.0,mean,True,0.999638160960688,0.9954935903710004,0.9869045074396224,0.9037016561009636
Coffee,0.3,2.0,zero,False,0.416037808591292,0.5099013953336647,0.500918916293553,0.5359928842101778
Coffee,0.3,2.0,linear,False,0.4968275853565761,0.5338736304215023,0.5837884606860047,0.465447884186038
Coffee,0.3,2.0,mean,False,0.5997833338166987,0.5952163120465619,0.6953209547459015,0.6993256619732295
Coffee,0.3,2.0,zero,True,0.9996710047632933,0.980970930037027,0.5,0.4987753650971821
Coffee,0.3,2.0,linear,True,0.9995204053641338,0.9925298923130745,0.5007793605327606,0.506550018276487
Coffee,0.3,2.0,mean,True,0.999638160960688,0.9954935903710004,0.5,0.5056789858000619
Coffee,0.3,3.0,zero,False,0.416037808591292,0.5099013953336647,0.5000016050679343,0.5357165932655334
